나이,출장,참여프로젝트,근속연차,월급,이직회수,업무평가,주변평가,경력,전년도교육출장횟수,현회사근속년수,출장_등급,이직률,프로젝트참여율,교육출장참여율,현직근속비율,연봉/경력비율,연봉/프로젝트비율,경력-근속연차,근속연차차이,프로젝트밀도지수,평판×근속연차,연봉×평판점수,경력/나이비율,근속/나이비율,연봉/나이,입사나이
33,1~29회,2,1,3929850,1,보통,3,2,2,2,1,0.5,1.0,1.0,1.0,1964925.0,1964925.0,1,-1,2.0,3,11789550,0.06060606060606061,0.030303030303030304,119086.36363636363,31
34,1~29회,2,2,8041950,6,보통,2,13,3,11,1,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.8461538461538461,618611.5384615385,4020975.0,11,-9,0.38461538461538464,4,16083900,0.38235294117647056,0.058823529411764705,236527.9411764706,21
37,1~29회,2,1,5292000,2,보통,1,17,2,3,1,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.17647058823529413,311294.1176470588,2646000.0,16,-2,0.23529411764705882,1,5292000,0.4594594594594595,0.02702702702702703,143027.02702702704,20
45,30회 이상,4,2,8685900,4,보통,4,9,1,3,2,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,965100.0,2171475.0,7,-1,0.5555555555555556,8,34743600,0.2,0.044444444444444446,193020.0,36
37,30회 이상,3,3,13564800,6,보통,2,17,5,1,2,0.35294117647058826,0.17647058823529413,0.29411764705882354,0.058823529411764705,797929.4117647059,4521600.0,14,2,0.47058823529411764,6,27129600,0.4594594594594595,0.08108108108108109,366616.2162162162,20
39,30회 이상,3,3,14766300,0,좋다,4,20,1,19,2,0.0,0.15,0.05,0.95,738315.0,4922100.0,17,-16,0.2,12,59065200,0.5128205128205128,0.07692307692307693,378623.07692307694,19
29,1~29회,3,1,3159000,1,보통,1,6,1,6,1,0.16666666666666666,0.5,0.16666666666666666,1.0,526500.0,1053000.0,5,-5,0.6666666666666666,1,3159000,0.20689655172413793,0.034482758620689655,108931.03448275862,23
42,1~29회,4,2,8835750,3,보통,3,10,1,3,1,0.3,0.4,0.1,0.3,883575.0,2208937.5,8,-1,0.5,6,26507250,0.23809523809523808,0.047619047619047616,210375.0,32
29,1~29회,3,2,9356850,2,보통,4,10,2,3,1,0.2,0.3,0.2,0.3,935685.0,3118950.0,8,-1,0.5,8,37427400,0.3448275862068966,0.06896551724137931,322650.0,19
25,1~29회,3,2,6612300,0,보통,4,5,3,4,1,0.0,0.6,0.6,0.8,1322460.0,2204100.0,3,-2,1.2,8,26449200,0.2,0.08,264492.0,20
42,1~29회,2,1,3500550,0,보통,3,10,4,9,1,0.0,0.2,0.4,0.9,350055.0,1750275.0,9,-8,0.6,3,10501650,0.23809523809523808,0.023809523809523808,83346.42857142857,32
40,1~29회,3,5,26238600,0,보통,4,22,5,21,1,0.0,0.13636363636363635,0.22727272727272727,0.9545454545454546,1192663.6363636365,8746200.0,17,-16,0.36363636363636365,20,104954400,0.55,0.125,655965.0,18
51,1~29회,3,1,3676050,1,보통,2,1,0,1,1,1.0,3.0,0.0,1.0,3676050.0,1225350.0,0,0,3.0,2,7352100,0.0196078431372549,0.0196078431372549,72079.41176470589,50
31,30회 이상,2,1,4696650,0,보통,2,6,2,5,2,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,782775.0,2348325.0,5,-4,0.6666666666666666,2,9393300,0.1935483870967742,0.03225806451612903,151504.83870967742,25
32,30회 이상,4,1,3771900,1,좋다,3,5,3,5,2,0.2,0.8,0.6,1.0,754380.0,942975.0,4,-4,1.4,3,11315700,0.15625,0.03125,117871.875,27
38,0회,2,2,7086150,3,보통,4,13,0,8,0,0.23076923076923078,0.15384615384615385,0.0,0.6153846153846154,545088.4615384615,3543075.0,11,-6,0.15384615384615385,8,28344600,0.34210526315789475,0.05263157894736842,186477.63157894736,25
32,1~29회,2,2,2937600,4,보통,4,9,5,6,1,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.6666666666666666,326400.0,1468800.0,7,-4,0.7777777777777778,8,11750400,0.28125,0.0625,91800.0,23
46,1~29회,1,4,22777200,3,보통,2,28,2,7,1,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.25,813471.4285714285,22777200.0,24,-3,0.10714285714285714,8,45554400,0.6086956521739131,0.08695652173913043,495156.52173913043,18
28,1~29회,3,1,4704750,2,보통,3,5,5,0,1,0.4,0.6,1.0,0.0,940950.0,1568250.0,4,1,1.6,3,14114250,0.17857142857142858,0.03571428571428571,168026.7857142857,23
29,1~29회,2,2,8969400,2,보통,2,10,2,0,1,0.2,0.2,0.2,0.0,896940.0,4484700.0,8,2,0.4,4,17938800,0.3448275862068966,0.06896551724137931,309289.6551724138,19
31,1~29회,2,2,7535700,0,좋다,2,10,2,9,1,0.0,0.2,0.2,0.9,753570.0,3767850.0,8,-7,0.4,4,15071400,0.3225806451612903,0.06451612903225806,243087.09677419355,21
25,0회,4,2,5400000,1,보통,4,6,2,6,0,0.16666666666666666,0.6666666666666666,0.3333333333333333,1.0,900000.0,1350000.0,4,-4,1.0,8,21600000,0.24,0.08,216000.0,19
45,1~29회,3,4,18219600,0,보통,2,21,2,20,1,0.0,0.14285714285714285,0.09523809523809523,0.9523809523809523,867600.0,6073200.0,17,-16,0.23809523809523808,8,36439200,0.4666666666666667,0.08888888888888889,404880.0,24
36,1~29회,3,1,4333500,0,보통,3,16,4,15,1,0.0,0.1875,0.25,0.9375,270843.75,1444500.0,15,-14,0.4375,3,13000500,0.4444444444444444,0.027777777777777776,120375.0,20
55,1~29회,3,5,25710750,0,보통,3,37,2,36,1,0.0,0.08108108108108109,0.05405405405405406,0.972972972972973,694885.1351351351,8570250.0,32,-31,0.13513513513513514,15,77132250,0.6727272727272727,0.09090909090909091,467468.1818181818,18
47,0회,3,3,15996150,1,보통,4,10,2,10,0,0.1,0.3,0.2,1.0,1599615.0,5332050.0,7,-7,0.5,12,63984600,0.2127659574468085,0.06382978723404255,340343.6170212766,37
28,1~29회,3,1,2794500,1,좋다,4,5,3,5,1,0.2,0.6,0.6,1.0,558900.0,931500.0,4,-4,1.2,4,11178000,0.17857142857142858,0.03571428571428571,99803.57142857143,23
37,1~29회,3,2,8777700,4,보통,2,7,5,5,1,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.7142857142857143,1253957.142857143,2925900.0,5,-3,1.1428571428571428,4,17555400,0.1891891891891892,0.05405405405405406,237235.13513513515,30
21,1~29회,2,1,4360500,1,보통,1,3,4,3,1,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1453500.0,2180250.0,2,-2,2.0,1,4360500,0.14285714285714285,0.047619047619047616,207642.85714285713,18
37,0회,3,3,18364050,2,보통,1,15,2,5,0,0.13333333333333333,0.2,0.13333333333333333,0.3333333333333333,1224270.0,6121350.0,12,-2,0.3333333333333333,3,18364050,0.40540540540540543,0.08108108108108109,496325.6756756757,22
35,1~29회,4,3,16194600,7,보통,2,10,6,7,1,0.7,0.4,0.6,0.7,1619460.0,4048650.0,7,-4,1.0,6,32389200,0.2857142857142857,0.08571428571428572,462702.85714285716,25
38,1~29회,4,2,7566750,1,좋다,3,8,3,8,1,0.125,0.5,0.375,1.0,945843.75,1891687.5,6,-6,0.875,6,22700250,0.21052631578947367,0.05263157894736842,199125.0,30
26,30회 이상,3,2,8635950,1,좋다,1,6,6,6,2,0.16666666666666666,0.5,1.0,1.0,1439325.0,2878650.0,4,-4,1.5,2,8635950,0.23076923076923078,0.07692307692307693,332151.92307692306,20
50,1~29회,3,5,25844400,3,보통,1,28,4,10,1,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.35714285714285715,923014.2857142857,8614800.0,23,-5,0.25,5,25844400,0.56,0.1,516888.0,22
53,1~29회,3,4,23738400,3,보통,4,21,5,5,1,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.23809523809523808,1130400.0,7912800.0,17,-1,0.38095238095238093,16,94953600,0.39622641509433965,0.07547169811320754,447894.3396226415,32
42,1~29회,3,2,6624450,1,좋다,3,20,3,20,1,0.05,0.15,0.15,1.0,331222.5,2208150.0,18,-18,0.3,6,19873350,0.47619047619047616,0.047619047619047616,157725.0,22
29,30회 이상,3,2,6147900,1,보통,1,10,3,10,2,0.1,0.3,0.3,1.0,614790.0,2049300.0,8,-8,0.6,2,6147900,0.3448275862068966,0.06896551724137931,211996.55172413794,19
55,1~29회,3,2,7310250,3,보통,4,12,4,10,1,0.25,0.25,0.3333333333333333,0.8333333333333334,609187.5,2436750.0,10,-8,0.5833333333333334,8,29241000,0.21818181818181817,0.03636363636363636,132913.63636363635,43
26,30회 이상,3,2,6400350,1,보통,3,5,3,5,2,0.2,0.6,0.6,1.0,1280070.0,2133450.0,3,-3,1.2,6,19201050,0.19230769230769232,0.07692307692307693,246167.3076923077,21
37,1~29회,3,1,2855250,1,보통,2,17,3,17,1,0.058823529411764705,0.17647058823529413,0.17647058823529413,1.0,167955.88235294117,951750.0,16,-16,0.35294117647058826,2,5710500,0.4594594594594595,0.02702702702702703,77168.91891891892,20
44,30회 이상,3,1,4267350,3,좋다,4,19,0,1,2,0.15789473684210525,0.15789473684210525,0.0,0.05263157894736842,224597.36842105264,1422450.0,18,0,0.15789473684210525,4,17069400,0.4318181818181818,0.022727272727272728,96985.22727272728,25
38,1~29회,3,2,7755750,9,보통,2,10,2,2,1,0.9,0.3,0.2,0.2,775575.0,2585250.0,8,0,0.5,4,15511500,0.2631578947368421,0.05263157894736842,204098.68421052632,28
26,1~29회,3,1,3203550,2,보통,4,5,2,3,1,0.4,0.6,0.4,0.6,640710.0,1067850.0,4,-2,1.0,4,12814200,0.19230769230769232,0.038461538461538464,123213.46153846153,21
28,1~29회,3,1,4468500,1,좋다,4,5,3,5,1,0.2,0.6,0.6,1.0,893700.0,1489500.0,4,-4,1.2,4,17874000,0.17857142857142858,0.03571428571428571,159589.2857142857,23
49,30회 이상,3,5,25197750,9,보통,4,22,4,3,2,0.4090909090909091,0.13636363636363635,0.18181818181818182,0.13636363636363635,1145352.2727272727,8399250.0,17,2,0.3181818181818182,20,100791000,0.4489795918367347,0.10204081632653061,514239.79591836734,27
36,1~29회,3,2,6054750,4,보통,4,10,2,8,1,0.4,0.3,0.2,0.8,605475.0,2018250.0,8,-6,0.5,8,24219000,0.2777777777777778,0.05555555555555555,168187.5,26
31,30회 이상,3,1,3765150,1,보통,3,2,5,2,2,0.5,1.5,2.5,1.0,1882575.0,1255050.0,1,-1,4.0,3,11295450,0.06451612903225806,0.03225806451612903,121456.45161290323,29
26,1~29회,2,2,7867800,1,보통,2,8,0,8,1,0.125,0.25,0.0,1.0,983475.0,3933900.0,6,-6,0.25,4,15735600,0.3076923076923077,0.07692307692307693,302607.6923076923,18
37,30회 이상,3,1,3140100,1,보통,3,4,3,4,2,0.25,0.75,0.75,1.0,785025.0,1046700.0,3,-3,1.5,3,9420300,0.10810810810810811,0.02702702702702703,84867.56756756757,33
42,30회 이상,3,4,18258750,5,보통,4,23,2,20,2,0.21739130434782608,0.13043478260869565,0.08695652173913043,0.8695652173913043,793858.695652174,6086250.0,19,-16,0.21739130434782608,16,73035000,0.5476190476190477,0.09523809523809523,434732.14285714284,19
18,1~29회,3,1,1917000,1,보통,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,639000.0,-1,1,0.0,3,5751000,0.0,0.05555555555555555,106500.0,18
35,1~29회,3,3,10827000,0,보통,3,12,3,11,1,0.0,0.25,0.25,0.9166666666666666,902250.0,3609000.0,9,-8,0.5,9,32481000,0.34285714285714286,0.08571428571428572,309342.85714285716,23
36,30회 이상,4,1,4978800,4,보통,4,4,2,1,2,1.0,1.0,0.5,0.25,1244700.0,1244700.0,3,0,1.5,4,19915200,0.1111111111111111,0.027777777777777776,138300.0,32
51,1~29회,1,2,7400700,5,보통,4,13,3,4,1,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.3076923076923077,569284.6153846154,7400700.0,11,-2,0.3076923076923077,8,29602800,0.2549019607843137,0.0392156862745098,145111.76470588235,38
41,1~29회,3,4,21620250,1,보통,2,22,2,22,1,0.045454545454545456,0.13636363636363635,0.09090909090909091,1.0,982738.6363636364,7206750.0,18,-18,0.22727272727272727,8,43240500,0.5365853658536586,0.0975609756097561,527323.1707317074,19
18,1~29회,2,1,1620000,1,보통,1,0,2,0,1,0.0,0.0,0.0,0.0,0.0,810000.0,-1,1,0.0,1,1620000,0.0,0.05555555555555555,90000.0,18
28,1~29회,4,2,7642350,0,보통,3,9,2,8,1,0.0,0.4444444444444444,0.2222222222222222,0.8888888888888888,849150.0,1910587.5,7,-6,0.6666666666666666,6,22927050,0.32142857142857145,0.07142857142857142,272941.0714285714,19
31,1~29회,4,2,9354150,4,보통,2,10,3,8,1,0.4,0.4,0.3,0.8,935415.0,2338537.5,8,-6,0.7,4,18708300,0.3225806451612903,0.06451612903225806,301746.77419354836,21
39,1~29회,4,3,12977550,0,보통,1,19,5,18,1,0.0,0.21052631578947367,0.2631578947368421,0.9473684210526315,683028.947368421,3244387.5,16,-15,0.47368421052631576,3,12977550,0.48717948717948717,0.07692307692307693,332757.6923076923,20
36,0회,3,2,7659900,7,보통,3,11,3,9,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.8181818181818182,696354.5454545454,2553300.0,9,-7,0.5454545454545454,6,22979700,0.3055555555555556,0.05555555555555555,212775.0,25
32,1~29회,2,2,7403400,1,보통,3,13,3,13,1,0.07692307692307693,0.15384615384615385,0.23076923076923078,1.0,569492.3076923077,3701700.0,11,-11,0.38461538461538464,6,22210200,0.40625,0.0625,231356.25,19
38,1~29회,2,3,16282350,3,보통,3,19,2,10,1,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.5263157894736842,856965.7894736842,8141175.0,16,-7,0.21052631578947367,9,48847050,0.5,0.07894736842105263,428482.8947368421,19
58,0회,1,2,7641000,2,보통,4,12,2,5,0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.4166666666666667,636750.0,7641000.0,10,-3,0.25,8,30564000,0.20689655172413793,0.034482758620689655,131741.37931034484,46
31,1~29회,3,1,6508350,0,보통,3,6,4,5,1,0.0,0.5,0.6666666666666666,0.8333333333333334,1084725.0,2169450.0,5,-4,1.1666666666666667,3,19525050,0.1935483870967742,0.03225806451612903,209946.7741935484,25
31,1~29회,2,2,8653500,3,보통,4,9,1,2,1,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,961500.0,4326750.0,7,0,0.3333333333333333,8,34614000,0.2903225806451613,0.06451612903225806,279145.1612903226,22
45,30회 이상,3,3,7033500,1,보통,1,24,2,24,2,0.041666666666666664,0.125,0.08333333333333333,1.0,293062.5,2344500.0,21,-21,0.20833333333333334,3,7033500,0.5333333333333333,0.06666666666666667,156300.0,21
31,1~29회,3,1,3638250,0,보통,2,3,2,2,1,0.0,1.0,0.6666666666666666,0.6666666666666666,1212750.0,1212750.0,2,-1,1.6666666666666667,2,7276500,0.0967741935483871,0.03225806451612903,117362.90322580645,28
33,30회 이상,3,3,16035300,6,보통,2,12,2,10,2,0.5,0.25,0.16666666666666666,0.8333333333333334,1336275.0,5345100.0,9,-7,0.4166666666666667,6,32070600,0.36363636363636365,0.09090909090909091,485918.1818181818,21
39,1~29회,3,4,23041800,1,보통,4,21,3,21,1,0.047619047619047616,0.14285714285714285,0.14285714285714285,1.0,1097228.5714285714,7680600.0,17,-17,0.2857142857142857,16,92167200,0.5384615384615384,0.10256410256410256,590815.3846153846,18
43,30회 이상,3,1,3314250,0,보통,1,9,5,8,2,0.0,0.3333333333333333,0.5555555555555556,0.8888888888888888,368250.0,1104750.0,8,-7,0.8888888888888888,1,3314250,0.20930232558139536,0.023255813953488372,77075.58139534884,34
49,1~29회,2,4,18851400,7,보통,4,25,2,7,1,0.28,0.08,0.08,0.28,754056.0,9425700.0,21,-3,0.16,16,75405600,0.5102040816326531,0.08163265306122448,384722.44897959183,24
52,1~29회,2,2,6670350,2,보통,1,11,3,8,1,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.7272727272727273,606395.4545454546,3335175.0,9,-6,0.45454545454545453,2,6670350,0.21153846153846154,0.038461538461538464,128275.96153846153,41
27,1~29회,3,1,3345300,1,보통,2,4,2,4,1,0.25,0.75,0.5,1.0,836325.0,1115100.0,3,-3,1.25,2,6690600,0.14814814814814814,0.037037037037037035,123900.0,23
32,1~29회,2,2,7057800,1,보통,4,13,2,13,1,0.07692307692307693,0.15384615384615385,0.15384615384615385,1.0,542907.6923076923,3528900.0,11,-11,0.3076923076923077,8,28231200,0.40625,0.0625,220556.25,19
27,1~29회,3,2,6045300,1,보통,1,5,3,5,1,0.2,0.6,0.6,1.0,1209060.0,2015100.0,3,-3,1.2,2,6045300,0.18518518518518517,0.07407407407407407,223900.0,22
31,1~29회,3,2,10188450,4,보통,4,13,3,7,1,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.5384615384615384,783726.9230769231,3396150.0,11,-5,0.46153846153846156,8,40753800,0.41935483870967744,0.06451612903225806,328659.67741935485,18
32,1~29회,4,2,6824250,7,보통,3,10,0,7,1,0.7,0.4,0.0,0.7,682425.0,1706062.5,8,-5,0.4,6,20472750,0.3125,0.0625,213257.8125,22
28,1~29회,1,1,4676400,5,보통,4,5,4,3,1,1.0,0.2,0.8,0.6,935280.0,4676400.0,4,-2,1.0,4,18705600,0.17857142857142858,0.03571428571428571,167014.2857142857,23
30,1~29회,3,2,7796250,1,보통,4,11,2,10,1,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.9090909090909091,708750.0,2598750.0,9,-8,0.45454545454545453,8,31185000,0.36666666666666664,0.06666666666666667,259875.0,19
31,30회 이상,2,3,12073050,1,좋다,1,10,2,10,2,0.1,0.2,0.2,1.0,1207305.0,6036525.0,7,-7,0.4,3,12073050,0.3225806451612903,0.0967741935483871,389453.22580645164,21
39,30회 이상,2,5,26017200,1,보통,1,21,2,21,2,0.047619047619047616,0.09523809523809523,0.09523809523809523,1.0,1238914.2857142857,13008600.0,16,-16,0.19047619047619047,5,26017200,0.5384615384615384,0.1282051282051282,667107.6923076923,18
39,1~29회,3,2,7071300,4,보통,1,12,3,1,1,0.3333333333333333,0.25,0.25,0.08333333333333333,589275.0,2357100.0,10,1,0.5,2,7071300,0.3076923076923077,0.05128205128205128,181315.38461538462,27
33,30회 이상,2,2,6320700,3,보통,3,9,6,7,2,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.7777777777777778,702300.0,3160350.0,7,-5,0.8888888888888888,6,18962100,0.2727272727272727,0.06060606060606061,191536.36363636365,24
47,1~29회,3,5,24705000,4,보통,2,21,2,3,1,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.14285714285714285,1176428.5714285714,8235000.0,16,2,0.23809523809523808,10,49410000,0.44680851063829785,0.10638297872340426,525638.2978723404,26
43,30회 이상,2,2,7096950,1,보통,2,9,3,9,2,0.1111111111111111,0.2222222222222222,0.3333333333333333,1.0,788550.0,3548475.0,7,-7,0.5555555555555556,4,14193900,0.20930232558139536,0.046511627906976744,165045.3488372093,34
27,0회,3,2,8571150,0,보통,4,6,0,5,0,0.0,0.5,0.0,0.8333333333333334,1428525.0,2857050.0,4,-3,0.5,8,34284600,0.2222222222222222,0.07407407407407407,317450.0,21
54,30회 이상,3,2,6573150,3,보통,4,20,4,4,2,0.15,0.15,0.2,0.2,328657.5,2191050.0,18,-2,0.35,8,26292600,0.37037037037037035,0.037037037037037035,121725.0,34
43,1~29회,3,3,13479750,8,보통,1,10,1,1,1,0.8,0.3,0.1,0.1,1347975.0,4493250.0,7,2,0.4,3,13479750,0.23255813953488372,0.06976744186046512,313482.5581395349,33
45,1~29회,3,2,4990950,9,보통,1,12,3,10,1,0.75,0.25,0.25,0.8333333333333334,415912.5,1663650.0,10,-8,0.5,2,4990950,0.26666666666666666,0.044444444444444446,110910.0,33
40,1~29회,1,2,10066950,2,좋다,3,6,2,4,1,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,1677825.0,10066950.0,4,-2,0.5,6,30200850,0.15,0.05,251673.75,34
29,1~29회,1,1,2860650,1,보통,4,7,4,7,1,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.0,408664.28571428574,2860650.0,6,-6,0.7142857142857143,4,11442600,0.2413793103448276,0.034482758620689655,98643.10344827586,22
29,1~29회,2,1,5377050,0,보통,3,4,2,3,1,0.0,0.5,0.5,0.75,1344262.5,2688525.0,3,-2,1.0,3,16131150,0.13793103448275862,0.034482758620689655,185415.5172413793,25
30,1~29회,2,2,8259300,1,보통,3,10,2,10,1,0.1,0.2,0.2,1.0,825930.0,4129650.0,8,-8,0.4,6,24777900,0.3333333333333333,0.06666666666666667,275310.0,20
27,1~29회,3,2,8388900,1,보통,1,8,3,8,1,0.125,0.375,0.375,1.0,1048612.5,2796300.0,6,-6,0.75,2,8388900,0.2962962962962963,0.07407407407407407,310700.0,19
37,1~29회,3,2,8568450,7,보통,3,8,2,6,1,0.875,0.375,0.25,0.75,1071056.25,2856150.0,6,-4,0.625,6,25705350,0.21621621621621623,0.05405405405405406,231579.72972972973,29
38,1~29회,2,3,15538500,0,보통,2,12,3,11,1,0.0,0.16666666666666666,0.25,0.9166666666666666,1294875.0,7769250.0,9,-8,0.4166666666666667,6,31077000,0.3157894736842105,0.07894736842105263,408907.8947368421,26
31,1~29회,3,3,9643050,1,보통,3,11,2,11,1,0.09090909090909091,0.2727272727272727,0.18181818181818182,1.0,876640.9090909091,3214350.0,8,-8,0.45454545454545453,9,28929150,0.3548387096774194,0.0967741935483871,311066.12903225806,20
29,1~29회,2,2,11161800,1,보통,1,7,2,7,1,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,1594542.857142857,5580900.0,5,-5,0.5714285714285714,2,11161800,0.2413793103448276,0.06896551724137931,384889.6551724138,22
35,1~29회,3,3,10928250,0,보통,4,17,5,16,1,0.0,0.17647058823529413,0.29411764705882354,0.9411764705882353,642838.2352941176,3642750.0,14,-13,0.47058823529411764,12,43713000,0.4857142857142857,0.08571428571428572,312235.71428571426,18
23,1~29회,3,1,3920400,1,보통,3,4,2,4,1,0.25,0.75,0.5,1.0,980100.0,1306800.0,3,-3,1.25,3,11761200,0.17391304347826086,0.043478260869565216,170452.1739130435,19
41,1~29회,2,2,8143200,6,보통,4,8,3,5,1,0.75,0.25,0.375,0.625,1017900.0,4071600.0,6,-3,0.625,8,32572800,0.1951219512195122,0.04878048780487805,198614.63414634147,33
47,30회 이상,3,2,4017600,3,보통,1,5,3,0,2,0.6,0.6,0.6,0.0,803520.0,1339200.0,3,2,1.2,2,4017600,0.10638297872340426,0.0425531914893617,85480.85106382979,42
42,1~29회,3,4,21589200,2,보통,2,16,2,1,1,0.125,0.1875,0.125,0.0625,1349325.0,7196400.0,12,3,0.3125,8,43178400,0.38095238095238093,0.09523809523809523,514028.5714285714,26
29,0회,3,2,6276150,1,보통,1,4,3,4,0,0.25,0.75,0.75,1.0,1569037.5,2092050.0,2,-2,1.5,2,6276150,0.13793103448275862,0.06896551724137931,216418.9655172414,25
42,1~29회,3,1,3639600,0,보통,3,4,5,3,1,0.0,0.75,1.25,0.75,909900.0,1213200.0,3,-2,2.0,3,10918800,0.09523809523809523,0.023809523809523808,86657.14285714286,38
32,1~29회,3,1,3199500,1,보통,3,8,4,8,1,0.125,0.375,0.5,1.0,399937.5,1066500.0,7,-7,0.875,3,9598500,0.25,0.03125,99984.375,24
48,1~29회,3,3,16880400,3,좋다,2,15,3,0,1,0.2,0.2,0.2,0.0,1125360.0,5626800.0,12,3,0.4,6,33760800,0.3125,0.0625,351675.0,33
37,1~29회,4,2,8064900,4,보통,1,13,2,7,1,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.5384615384615384,620376.9230769231,2016225.0,11,-5,0.46153846153846156,2,8064900,0.35135135135135137,0.05405405405405406,217970.27027027027,24
30,0회,3,2,6393600,7,보통,2,4,2,2,0,1.75,0.75,0.5,0.5,1598400.0,2131200.0,2,0,1.25,4,12787200,0.13333333333333333,0.06666666666666667,213120.0,26
26,1~29회,3,2,7149600,1,보통,2,8,3,8,1,0.125,0.375,0.375,1.0,893700.0,2383200.0,6,-6,0.75,4,14299200,0.3076923076923077,0.07692307692307693,274984.6153846154,18
42,1~29회,2,2,9154350,3,좋다,2,14,6,1,1,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.07142857142857142,653882.1428571428,4577175.0,12,1,0.5714285714285714,4,18308700,0.3333333333333333,0.047619047619047616,217960.7142857143,28
21,30회 이상,2,1,2934900,1,보통,3,3,3,3,2,0.3333333333333333,0.6666666666666666,1.0,1.0,978300.0,1467450.0,2,-2,1.6666666666666667,3,8804700,0.14285714285714285,0.047619047619047616,139757.14285714287,18
36,0회,3,2,8981550,4,보통,2,7,6,1,0,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.14285714285714285,1283078.5714285714,2993850.0,5,1,1.2857142857142858,4,17963100,0.19444444444444445,0.05555555555555555,249487.5,29
36,30회 이상,2,3,13093650,4,보통,1,16,2,13,2,0.25,0.125,0.125,0.8125,818353.125,6546825.0,13,-10,0.25,3,13093650,0.4444444444444444,0.08333333333333333,363712.5,20
57,1~29회,3,2,9119250,2,보통,3,15,2,3,1,0.13333333333333333,0.2,0.13333333333333333,0.2,607950.0,3039750.0,13,-1,0.3333333333333333,6,27357750,0.2631578947368421,0.03508771929824561,159986.84210526315,42
40,1~29회,4,1,2987550,3,보통,3,10,3,7,1,0.3,0.4,0.3,0.7,298755.0,746887.5,9,-6,0.7,3,8962650,0.25,0.025,74688.75,30
21,0회,3,1,3523500,1,좋다,3,3,3,3,0,0.3333333333333333,1.0,1.0,1.0,1174500.0,1174500.0,2,-2,2.0,3,10570500,0.14285714285714285,0.047619047619047616,167785.7142857143,18
33,1~29회,3,1,3848850,1,보통,2,1,2,1,1,1.0,3.0,2.0,1.0,3848850.0,1282950.0,0,0,5.0,2,7697700,0.030303030303030304,0.030303030303030304,116631.81818181818,32
37,1~29회,3,1,4660200,6,좋다,2,17,3,5,1,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.29411764705882354,274129.4117647059,1553400.0,16,-4,0.35294117647058826,2,9320400,0.4594594594594595,0.02702702702702703,125951.35135135135,20
46,0회,3,2,7098300,2,보통,3,7,2,1,0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,1014042.8571428572,2366100.0,5,1,0.7142857142857143,6,21294900,0.15217391304347827,0.043478260869565216,154310.86956521738,39
41,30회 이상,3,2,12629250,1,보통,3,8,5,8,2,0.125,0.375,0.625,1.0,1578656.25,4209750.0,6,-6,1.0,6,37887750,0.1951219512195122,0.04878048780487805,308030.48780487804,33
50,1~29회,2,3,14169600,6,보통,4,20,2,4,1,0.3,0.1,0.1,0.2,708480.0,7084800.0,17,-1,0.2,12,56678400,0.4,0.06,283392.0,30
40,1~29회,2,2,8613000,2,보통,1,8,6,6,1,0.25,0.25,0.75,0.75,1076625.0,4306500.0,6,-4,1.0,2,8613000,0.2,0.05,215325.0,32
31,1~29회,2,1,3586950,0,보통,4,3,5,2,1,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1195650.0,1793475.0,2,-1,2.3333333333333335,4,14347800,0.0967741935483871,0.03225806451612903,115708.06451612903,28
21,1~29회,4,1,3666600,1,보통,4,1,0,1,1,1.0,4.0,0.0,1.0,3666600.0,916650.0,0,0,4.0,4,14666400,0.047619047619047616,0.047619047619047616,174600.0,20
29,1~29회,3,1,2971350,9,보통,4,6,4,3,1,1.5,0.5,0.6666666666666666,0.5,495225.0,990450.0,5,-2,1.1666666666666667,4,11885400,0.20689655172413793,0.034482758620689655,102460.3448275862,23
