월급/경력,시급,월급/프로젝트,월급,월급/워라밸,일당,초과근무율,경력/나이,나이,거리,프로젝트/경력,현근속/총근속,근속/경력,프로젝트/교육출장,현회사근속년수,업무평가
717.2413793,32,6933.333333,10400,4160,1045,12.98136646,0.430769231,32,4,0.068965517,4,0.206896552,0.4,14,보통
677.92,88,3389.6,8474,2421.142857,829,10.29813665,0.393442623,30,1,0.16,3.142857143,0.24,0.8,11,좋다
1330.8,90,2851.714286,9981,2851.714286,1242,15.42857143,0.254545455,27,20,0.4,2.8,0.266666667,1.2,7,보통
756.969697,81,4996,12490,8326.666667,1469,18.2484472,0.310679612,51,8,0.121212121,2.857142857,0.181818182,0.363636364,10,보통
312.5882353,88,759.1428571,2657,759.1428571,1005,12.48447205,0.262295082,30,3,0.352941176,3.333333333,0.117647059,0.545454545,5,보통
823.6969697,75,3883.142857,13591,3883.142857,896,11.13043478,0.385542169,41,6,0.181818182,0.285714286,0.181818182,0.857142857,1,보통
704.8421053,52,2678.4,6696,2678.4,334,4.149068323,0.295081967,30,26,0.210526316,2.4,0.210526316,0.363636364,6,보통
274.4,85,588,2058,823.2,992,12.32298137,0.237288136,29,1,0.4,4,0.133333333,2,6,보통
377.2340426,57,3546,8865,2532.857143,1052,13.06832298,0.505494505,45,6,0.085106383,5.428571429,0.127659574,0.8,19,보통
360,52,1697.142857,5940,1697.142857,1147,14.2484472,0.293577982,54,3,0.181818182,2.4,0.121212121,0.666666667,6,보통
358.4242424,62,1689.714286,5914,1314.222222,1396,17.34161491,0.438356164,36,5,0.181818182,5.2,0.121212121,0.857142857,13,보통
349.6,47,1048.8,2622,749.1428571,147,1.826086957,0.208955224,33,4,0.266666667,2,0.133333333,0.571428571,3,좋다
1160.47619,47,3481.428571,12185,3481.428571,663,8.236024845,0.266666667,37,11,0.285714286,2.857142857,0.285714286,2,10,보통
606.2285714,76,3031.142857,10609,4243.6,119,1.47826087,0.441558442,38,3,0.171428571,4.571428571,0.171428571,0.461538462,16,보통
668.4615385,90,2896.666667,4345,1241.428571,979,12.16149068,0.19047619,31,1,0.153846154,2,0.307692308,0.4,5,보통
290.2666667,70,870.8,2177,622,142,1.763975155,0.117647059,59,3,0.266666667,0.666666667,0.133333333,0.307692308,1,보통
206.8888889,41,798,2793,798,319,3.962732919,0.346666667,37,4,0.222222222,6,0.074074074,1.2,9,보통
688.5217391,42,2262.285714,7918,2262.285714,1413,17.55279503,0.372881356,29,1,0.260869565,3.142857143,0.260869565,0.545454545,11,보통
837.047619,92,2511.142857,8789,1953.111111,944,11.72670807,0.281690141,35,1,0.285714286,2.857142857,0.285714286,0.857142857,10,보통
530.8888889,86,955.6,2389,955.6,896,11.13043478,0.13559322,29,18,0.444444444,2.666666667,0.222222222,0.571428571,4,보통
494.1538462,89,1284.8,3212,1284.8,1323,16.43478261,0.114285714,52,2,0.307692308,1.333333333,0.153846154,0.571428571,2,보통
854.7555556,58,5494.857143,19232,5494.857143,532,6.608695652,0.517647059,42,4,0.133333333,4,0.222222222,0.857142857,22,보통
302.2666667,52,647.7142857,2267,906.8,818,10.16149068,0.117647059,59,6,0.4,1.333333333,0.133333333,1.2,2,보통
600.5230769,68,5576.285714,19517,7806.8,854,10.60869565,0.633663366,50,1,0.092307692,1.272727273,0.153846154,0.857142857,7,보통
286.5882353,58,696,2436,1624,813,10.09937888,0.23880597,33,14,0.352941176,3.333333333,0.117647059,1.2,5,보통
713.9555556,80,4589.714286,16064,4589.714286,1034,12.8447205,0.505747126,43,16,0.133333333,3.777777778,0.177777778,0.857142857,17,좋다
200.5185185,39,773.4285714,2707,601.5555556,465,5.776397516,0.388059701,33,2,0.222222222,6,0.074074074,0.857142857,9,좋다
569.1940299,79,7627.2,19068,4237.333333,771,9.577639752,0.628571429,52,2,0.059701493,6,0.149253731,0.8,33,보통
604.7692308,56,1123.142857,3931,1123.142857,1401,17.40372671,0.184615385,32,4,0.461538462,2.666666667,0.153846154,0.545454545,4,보통
828.8888889,62,1492,3730,2486.666667,515,6.397515528,0.123076923,32,1,0.444444444,2,0.222222222,0.8,3,보통
297.6,96,637.7142857,2232,637.7142857,1431,17.77639752,0.17721519,39,1,0.4,2,0.133333333,2,3,보통
992.2222222,100,1275.714286,4465,1275.714286,976,12.1242236,0.123076923,32,26,0.666666667,1.2,0.444444444,1.2,3,보통
175.5428571,36,877.7142857,3072,1228.8,1411,17.52795031,0.409638554,41,19,0.171428571,0.4,0.114285714,1.2,1,보통
349.3684211,62,948.2857143,3319,948.2857143,1300,16.14906832,0.222222222,40,24,0.315789474,3.6,0.210526316,0.857142857,9,보통
753.0196078,70,4267.111111,19202,5486.285714,252,3.130434783,0.549450549,45,1,0.156862745,4.363636364,0.196078431,1.6,24,보통
1439.473684,73,3907.142857,13675,3907.142857,1327,16.48447205,0.285714286,31,3,0.315789474,0.571428571,0.315789474,0.857142857,2,보통
1164.4,63,1164.4,2911,1164.4,832,10.33540373,0.059701493,33,5,0.8,1.333333333,0.4,0.8,2,보통
441.2592593,84,2382.8,5957,1702,470,5.838509317,0.376811594,34,2,0.148148148,4.4,0.148148148,0.571428571,11,보통
224,83,1568,3920,1568,1017,12.63354037,0.453333333,37,1,0.114285714,2,0.057142857,0.8,3,보통
677.2631579,77,1429.777778,6434,1838.285714,1199,14.89440994,0.197802198,45,7,0.421052632,1.2,0.210526316,2.666666667,3,보통
574.1714286,61,2870.857143,10048,2870.857143,504,6.260869565,0.453333333,37,10,0.171428571,0.285714286,0.171428571,0.545454545,1,보통
533.5609756,64,3125.142857,10938,3125.142857,505,6.273291925,0.506329114,39,2,0.146341463,5.428571429,0.146341463,2,19,좋다
360,60,668.5714286,2340,668.5714286,665,8.260869565,0.203389831,29,15,0.461538462,4,0.153846154,2,6,보통
623.3333333,82,1454.444444,6545,1870,916,11.37888199,0.235294118,42,17,0.380952381,1.2,0.19047619,2.666666667,3,보통
660.0952381,45,1980.285714,6931,1980.285714,1247,15.49068323,0.338983051,29,20,0.285714286,1.2,0.19047619,1.2,3,보통
890.5454545,62,1399.428571,4898,1399.428571,685,8.50931677,0.196078431,25,1,0.545454545,1.6,0.363636364,0.857142857,4,보통
246.952381,56,1037.2,2593,740.8571429,269,3.341614907,0.235294118,42,2,0.19047619,6,0.095238095,0.444444444,9,보통
863.8222222,49,5553.142857,19436,5553.142857,1416,17.59006211,0.543209877,40,2,0.133333333,3.818181818,0.222222222,0.545454545,21,보통
1815.333333,96,778,2723,1089.2,833,10.34782609,0.019417476,51,1,2,0.666666667,0.666666667,6,1,보통
535.2307692,71,1391.6,3479,773.1111111,307,3.813664596,0.19047619,31,29,0.307692308,3.333333333,0.153846154,0.8,5,보통
508,100,620.8888889,2794,1862.666667,1311,16.28571429,0.153846154,32,7,0.727272727,3.333333333,0.181818182,1.142857143,5,좋다
388.8148148,39,2099.6,5249,1499.714286,1327,16.48447205,0.337662338,38,2,0.148148148,3.2,0.148148148,4,8,보통
229.0526316,84,870.4,2176,621.7142857,128,1.590062112,0.276923077,32,2,0.210526316,2.4,0.210526316,0.363636364,6,보통
592,75,11248,16872,6748.8,488,6.062111801,0.602150538,46,2,0.035087719,1.555555556,0.140350877,0.4,7,보통
633.6363636,79,995.7142857,3485,2323.333333,529,6.571428571,0.175438596,28,2,0.545454545,0,0.181818182,0.545454545,0,보통
632.7619048,78,2657.6,6644,1898.285714,1210,15.0310559,0.338983051,29,2,0.19047619,0,0.19047619,0.8,0,보통
531.6190476,64,2232.8,5582,1594.857143,1463,18.17391304,0.317460317,31,23,0.19047619,3.6,0.19047619,0.8,9,좋다
615.3846154,85,888.8888889,4000,1142.857143,675,8.385093168,0.235294118,25,5,0.615384615,2.4,0.307692308,1.6,6,보통
627.7209302,79,3856,13496,3856,1385,17.20496894,0.461538462,45,20,0.139534884,4.444444444,0.186046512,1.2,20,보통
194.5454545,47,917.1428571,3210,917.1428571,1403,17.42857143,0.438356164,36,6,0.181818182,10,0.060606061,0.666666667,15,보통
507.8666667,81,5441.428571,19045,5441.428571,452,5.614906832,0.666666667,55,1,0.08,6.545454545,0.133333333,1.2,36,보통
1128.47619,88,3385.428571,11849,4739.6,666,8.273291925,0.210526316,47,29,0.285714286,2.857142857,0.285714286,1.2,10,보통
376.3636364,94,591.4285714,2070,828,1158,14.38509317,0.175438596,28,9,0.545454545,3.333333333,0.181818182,0.857142857,5,좋다
866.9333333,98,1857.714286,6502,1444.888889,228,2.832298137,0.186666667,37,6,0.4,2,0.266666667,0.545454545,5,보통
922.8571429,100,1292,3230,717.7777778,996,12.37267081,0.139534884,21,3,0.571428571,2,0.285714286,0.444444444,3,보통
877.6129032,80,3886.571429,13603,3886.571429,728,9.043478261,0.4,37,1,0.193548387,1.428571429,0.193548387,1.2,5,보통
1142.47619,71,2665.777778,11996,4798.4,1315,16.33540373,0.281690141,35,22,0.380952381,2,0.285714286,0.615384615,7,보통
659.4117647,44,1245.555556,5605,1601.428571,322,4,0.207792208,38,7,0.470588235,3.2,0.235294118,1.142857143,8,좋다
984.1538462,84,1827.714286,6397,4264.666667,1479,18.37267081,0.226415094,26,1,0.461538462,2.4,0.307692308,0.461538462,6,좋다
671.7192982,96,5469.714286,19144,7657.6,797,9.900621118,0.554455446,50,4,0.105263158,1.818181818,0.175438596,0.666666667,10,보통
817.8604651,45,5024,17584,7033.6,1070,13.29192547,0.392523364,53,3,0.139534884,1.111111111,0.186046512,0.545454545,5,보통
239.3658537,99,1402,4907,1402,635,7.888198758,0.470588235,42,1,0.146341463,8,0.097560976,0.857142857,20,좋다
433.7142857,44,1301.142857,4554,1821.6,442,5.49068323,0.338983051,29,2,0.285714286,4,0.19047619,0.857142857,10,보통
433.2,37,1547.142857,5415,1547.142857,147,1.826086957,0.216216216,55,20,0.24,4,0.16,0.666666667,10,보통
862,60,1354.571429,4741,1354.571429,496,6.161490683,0.188679245,26,11,0.545454545,2,0.363636364,0.857142857,5,보통
120.8571429,42,604.2857143,2115,604.2857143,1372,17.04347826,0.453333333,37,1,0.171428571,11.33333333,0.057142857,0.857142857,17,보통
162.1025641,43,903.1428571,3161,2107.333333,920,11.42857143,0.426966292,44,24,0.153846154,0.666666667,0.051282051,6,1,좋다
547.1428571,82,1641.428571,5745,1641.428571,688,8.546583851,0.25974026,38,23,0.285714286,0.8,0.19047619,1.2,2,보통
431.4545455,45,678,2373,678,1449,18,0.188679245,26,16,0.545454545,2,0.181818182,1.2,3,보통
601.8181818,66,945.7142857,3310,945.7142857,1117,13.8757764,0.175438596,28,8,0.545454545,3.333333333,0.181818182,0.857142857,5,좋다
829.5555556,35,5332.857143,18665,5332.857143,636,7.900621118,0.444444444,49,10,0.133333333,0.545454545,0.222222222,0.666666667,3,보통
427.1428571,30,1281.428571,4485,1281.428571,506,6.285714286,0.273972603,36,3,0.285714286,3.2,0.19047619,1.2,8,보통
1115.6,84,796.8571429,2789,1115.6,444,5.51552795,0.063492063,31,5,1.2,1.333333333,0.4,0.545454545,2,보통
685.6470588,48,2331.2,5828,1665.142857,950,11.80124224,0.301886792,26,4,0.235294118,3.2,0.235294118,4,8,보통
516.8888889,53,664.5714286,2326,930.4,889,11.04347826,0.106666667,37,9,0.666666667,2.666666667,0.222222222,0.857142857,4,보통
575.5319149,77,3864.285714,13525,3005.555556,555,6.894409938,0.541176471,42,26,0.127659574,4.444444444,0.170212766,1.2,20,보통
2840,54,405.7142857,1420,405.7142857,230,2.857142857,0,18,3,6,0,2,1.2,0,보통
641.6,96,2291.428571,8020,3208,1232,15.30434783,0.338028169,35,16,0.24,3.142857143,0.24,0.857142857,11,보통
819.5555556,81,819.5555556,3688,1053.714286,566,7.031055901,0.109589041,36,18,0.888888889,0.666666667,0.222222222,1.6,1,보통
406.0740741,84,3654.666667,5482,1566.285714,1302,16.17391304,0.252427184,51,2,0.074074074,1.6,0.148148148,0.285714286,4,보통
711.7777778,88,4575.714286,16015,4575.714286,334,4.149068323,0.530120482,41,2,0.133333333,4.888888889,0.177777778,1.2,22,보통
2400,69,480,1200,342.8571429,812,10.08695652,0,18,10,4,0,2,0.8,0,보통
595.8947368,68,1258,5661,1617.428571,1476,18.33540373,0.315789474,28,16,0.421052632,3.2,0.210526316,1.6,8,보통
659.9047619,100,1539.777778,6929,2771.6,218,2.708074534,0.317460317,31,7,0.380952381,3.2,0.19047619,1.142857143,8,보통
492.974359,48,2136.222222,9613,3845.2,1132,14.0621118,0.481012658,39,1,0.205128205,5.142857143,0.153846154,0.727272727,18,보통
493.3913043,47,1621.142857,5674,1621.142857,1105,13.72670807,0.301369863,36,24,0.260869565,3.6,0.173913043,0.857142857,9,보통
406.2222222,91,2193.6,5484,2193.6,906,11.25465839,0.4,32,7,0.148148148,5.2,0.148148148,0.571428571,13,보통
618.5128205,81,4824.4,12061,3446,849,10.54658385,0.493506494,38,25,0.102564103,2.857142857,0.153846154,0.8,10,보통
452.8,32,3773.333333,5660,1617.142857,390,4.844720497,0.205128205,58,1,0.08,2,0.16,0.4,5,보통
741.6923077,86,1377.428571,4821,1377.428571,691,8.583850932,0.19047619,31,5,0.461538462,3.333333333,0.153846154,0.666666667,5,보통
674.7368421,62,2564,6410,1831.428571,106,1.316770186,0.285714286,31,2,0.210526316,0.8,0.210526316,1.333333333,2,보통
212.6530612,97,1488.571429,5210,1488.571429,1249,15.51552795,0.527472527,45,7,0.12244898,6.857142857,0.12244898,1.2,24,보통
770,32,770,2695,1796.666667,192,2.385093168,0.095238095,31,2,0.857142857,1.333333333,0.285714286,1.2,2,보통
950.24,74,3393.714286,11878,3393.714286,553,6.869565217,0.358208955,33,5,0.24,2.857142857,0.24,1.2,10,보통
793.8604651,99,4876.571429,17068,4876.571429,117,1.453416149,0.53164557,39,10,0.139534884,4.666666667,0.186046512,0.857142857,21,보통
258.4210526,33,701.4285714,2455,701.4285714,185,2.298136646,0.206896552,43,10,0.315789474,5.333333333,0.105263158,0.545454545,8,보통
547.6078431,90,5585.6,13964,3989.714286,1091,13.55279503,0.505050505,49,1,0.078431373,1.555555556,0.156862745,0.8,7,보통
429.6521739,85,1976.4,4941,1976.4,723,8.98136646,0.20952381,52,8,0.173913043,3.2,0.173913043,0.571428571,8,보통
550.6666667,85,708,2478,991.2,1220,15.1552795,0.145454545,27,5,0.666666667,2.666666667,0.222222222,1.2,4,보통
387.2592593,65,2091.2,5228,1493.714286,588,7.304347826,0.4,32,8,0.148148148,5.2,0.148148148,0.8,13,보통
814.1818182,74,1279.428571,4478,1279.428571,1377,17.10559006,0.181818182,27,2,0.545454545,2,0.363636364,0.857142857,5,보통
559.037037,73,2156.285714,7547,2156.285714,691,8.583850932,0.412698413,31,7,0.222222222,2.8,0.148148148,0.857142857,7,보통
481.4285714,74,1123.333333,5055,2022,1018,12.64596273,0.307692308,32,2,0.380952381,2.8,0.19047619,8,7,보통
629.8181818,84,2309.333333,3464,1385.6,1157,14.37267081,0.175438596,28,2,0.181818182,2,0.181818182,0.222222222,3,보통
502.173913,64,1650,5775,1650,1275,15.83850932,0.360655738,30,28,0.260869565,4,0.173913043,1.2,10,보통
851.7142857,48,3577.2,8943,2555.142857,798,9.913043478,0.317460317,31,7,0.19047619,2.857142857,0.285714286,0.8,10,좋다
896.372093,54,7708.8,19272,5506.285714,672,8.347826087,0.53164557,39,7,0.093023256,3.818181818,0.23255814,0.8,21,보통
419.04,41,1496.571429,5238,2095.2,1162,14.43478261,0.303797468,39,3,0.24,0.4,0.16,0.857142857,1,보통
492.8421053,46,1872.8,4682,1872.8,508,6.310559006,0.268656716,33,10,0.210526316,2.8,0.210526316,0.307692308,7,보통
851.1627907,42,5228.571429,18300,5228.571429,1482,18.40993789,0.442105263,47,5,0.139534884,0.545454545,0.23255814,1.2,3,보통
553.3684211,82,2102.8,5257,1168.222222,559,6.944099379,0.206896552,43,10,0.210526316,3.6,0.210526316,0.571428571,9,보통
976.7692308,73,1814,6349,1814,210,2.608695652,0.218181818,27,1,0.461538462,2,0.307692308,6,5,보통
237.5121951,31,1391.142857,4869,1947.6,928,11.52795031,0.366972477,54,20,0.146341463,1.6,0.097560976,0.666666667,4,보통
950.952381,43,2852.857143,9985,3994,1001,12.43478261,0.229885057,43,7,0.285714286,0.285714286,0.285714286,2,1,보통
295.76,75,1056.285714,3697,1056.285714,549,6.819875776,0.263736264,45,8,0.24,4,0.16,0.857142857,10,보통
1147.230769,57,4971.333333,7457,2982.8,1124,13.96273292,0.148148148,40,1,0.153846154,1.6,0.307692308,0.4,4,좋다
282.5333333,77,1412.666667,2119,847.6,318,3.950310559,0.237288136,29,8,0.133333333,4.666666667,0.133333333,0.222222222,7,보통
885.1111111,30,1593.2,3983,1138,738,9.167701863,0.13559322,29,9,0.444444444,2,0.222222222,0.8,3,보통
582.6666667,30,2447.2,6118,1748,570,7.080745342,0.327868852,30,5,0.19047619,4,0.19047619,0.8,10,보통
731.0588235,56,1775.428571,6214,1775.428571,1130,14.03726708,0.290909091,27,8,0.352941176,3.2,0.235294118,0.857142857,8,보통
746.7058824,61,1813.428571,6347,2538.8,1192,14.80745342,0.213333333,37,5,0.352941176,2.4,0.235294118,1.2,6,보통
920.8,92,4604,11510,3288.571429,343,4.260869565,0.311688312,38,15,0.16,3.142857143,0.24,0.571428571,11,보통
621.1304348,39,2040.857143,7143,2857.2,1232,15.30434783,0.349206349,31,7,0.260869565,3.142857143,0.260869565,1.2,11,보통
1102.4,39,3307.2,8268,2362.285714,144,1.788819876,0.237288136,29,10,0.266666667,2.8,0.266666667,0.8,7,보통
462.5714286,62,2312.857143,8095,2312.857143,1296,16.09937888,0.478873239,35,5,0.171428571,4.571428571,0.171428571,0.545454545,16,보통
645.3333333,83,829.7142857,2904,1161.6,1309,16.26086957,0.170212766,23,26,0.666666667,2.666666667,0.222222222,1.2,4,보통
709.6470588,95,2412.8,6032,1723.428571,483,6,0.192771084,41,6,0.235294118,2,0.235294118,0.571428571,5,보통
541.0909091,99,850.2857143,2976,850.2857143,1309,16.26086957,0.105263158,47,4,0.545454545,0,0.363636364,0.857142857,0,보통
969.2121212,44,4569.142857,15992,4569.142857,810,10.0621118,0.376470588,42,23,0.181818182,0.222222222,0.242424242,1.2,1,보통
1033.111111,61,1328.285714,4649,1859.6,746,9.267080745,0.13559322,29,2,0.666666667,1.6,0.444444444,0.857142857,4,보통
599.1111111,52,770.2857143,2696,770.2857143,544,6.757763975,0.094117647,42,2,0.666666667,2,0.222222222,0.545454545,3,보통
278.8235294,75,677.1428571,2370,677.1428571,1062,13.19254658,0.246153846,32,2,0.352941176,5.333333333,0.117647059,0.666666667,8,보통
806.7096774,91,3572.571429,12504,8336,530,6.583850932,0.309278351,48,29,0.193548387,0,0.193548387,0.857142857,0,좋다
442.5185185,51,1327.555556,5974,1706.857143,1319,16.38509317,0.346666667,37,6,0.296296296,2.8,0.148148148,1.6,7,보통
1052.444444,85,1353.142857,4736,1052.444444,641,7.962732919,0.131147541,30,25,0.666666667,0.8,0.444444444,1.2,2,보통
623.0588235,57,1513.142857,5296,1513.142857,933,11.59006211,0.301886792,26,1,0.352941176,3.2,0.235294118,0.857142857,8,보통
467.6551724,98,2712.4,6781,1937.428571,1332,16.54658385,0.329411765,42,2,0.137931034,0.4,0.137931034,0.307692308,1,좋다
621.1428571,99,869.6,2174,621.1428571,756,9.391304348,0.139534884,21,1,0.571428571,2,0.285714286,0.571428571,3,보통
887.0666667,45,1900.857143,6653,1900.857143,845,10.49689441,0.191780822,36,1,0.4,0.4,0.266666667,0.461538462,1,보통
587.8181818,48,3879.6,9699,2771.142857,541,6.720496894,0.438356164,36,3,0.121212121,3.714285714,0.181818182,0.8,13,보통
435.8064516,88,1930,6755,1930,593,7.366459627,0.260869565,57,1,0.193548387,1.2,0.129032258,1.2,3,보통
210.7619048,46,491.7777778,2213,632.2857143,1171,14.54658385,0.24691358,40,10,0.380952381,4.666666667,0.095238095,1.142857143,7,보통
745.7142857,39,745.7142857,2610,1044,895,11.11801242,0.139534884,21,9,0.857142857,2,0.285714286,0.857142857,3,좋다
1900.666667,34,814.5714286,2851,814.5714286,350,4.347826087,0.029850746,33,5,2,0.666666667,0.666666667,1.2,1,보통
197.2571429,98,986.2857143,3452,986.2857143,921,11.44099379,0.453333333,37,10,0.171428571,3.333333333,0.057142857,0.857142857,5,좋다
701.0666667,30,1502.285714,5258,1168.444444,1144,14.21118012,0.150537634,46,7,0.4,0.4,0.266666667,1.2,1,보통
1100.588235,56,2672.857143,9355,2672.857143,143,1.776397516,0.192771084,41,4,0.352941176,3.2,0.235294118,0.545454545,8,보통
512,100,4198.4,10496,2998.857143,1046,12.99378882,0.396039604,50,10,0.097560976,1.142857143,0.146341463,0.8,4,보통
750.5882353,68,2552,6380,1822.857143,575,7.142857143,0.197530864,40,22,0.235294118,2.4,0.235294118,0.307692308,6,보통
759.1428571,42,1062.8,2657,759.1428571,408,5.068322981,0.095238095,31,9,0.571428571,1.333333333,0.285714286,0.363636364,2,보통
1810.666667,90,603.5555556,2716,776,156,1.937888199,0.046511628,21,12,2.666666667,0.666666667,0.666666667,8,1,보통
338.6153846,54,628.8571429,2201,628.8571429,1283,15.9378882,0.203389831,29,23,0.461538462,2,0.153846154,0.666666667,3,보통
622.8571429,97,2616,6540,1868.571429,755,9.378881988,0.281690141,35,9,0.19047619,0.4,0.19047619,0.363636364,1,보통
693.8181818,82,1090.285714,3816,1090.285714,1469,18.2484472,0.181818182,27,1,0.545454545,3.333333333,0.181818182,1.2,5,보통
700.4,92,1500.857143,5253,1500.857143,304,3.776397516,0.245614035,28,9,0.4,2.8,0.266666667,2,7,보통
413.7735849,31,4386,10965,3132.857143,1261,15.66459627,0.525252525,49,7,0.075471698,1.428571429,0.113207547,0.8,5,좋다
266.8108108,87,1410.285714,4936,1974.4,1178,14.63354037,0.349514563,51,14,0.162162162,2.8,0.108108108,1.2,7,보통
391.2307692,96,726.5714286,2543,726.5714286,329,4.086956522,0.164383562,36,2,0.461538462,1.333333333,0.153846154,0.857142857,2,보통
558.3157895,67,1178.666667,5304,2121.6,1362,16.91925466,0.260869565,34,19,0.421052632,2,0.210526316,1.142857143,5,보통
546.1967213,97,4759.714286,16659,4759.714286,1311,16.28571429,0.540540541,55,2,0.098360656,1.111111111,0.131147541,1.2,5,보통
774.5454545,77,1217.142857,4260,946.6666667,1371,17.0310559,0.204081633,24,10,0.545454545,2,0.363636364,1.2,5,보통
1650.666667,72,707.4285714,2476,707.4285714,202,2.50931677,0.032786885,30,2,2,0.666666667,0.666666667,0.857142857,1,보통
413.6,73,886.2857143,3102,886.2857143,575,7.142857143,0.264150943,26,3,0.4,4,0.133333333,1.2,6,좋다
897.6,43,641.1428571,2244,641.1428571,253,3.142857143,0.088888889,22,11,1.2,1.333333333,0.4,2,2,보통
723.4285714,61,3038.4,7596,2170.285714,164,2.037267081,0.273972603,36,2,0.19047619,2.857142857,0.285714286,0.8,10,보통
652.8571429,40,652.8571429,2285,652.8571429,464,5.763975155,0.098360656,30,4,0.857142857,0.666666667,0.285714286,0.666666667,1,좋다
164,95,866.8571429,3034,1213.6,1107,13.7515528,0.48,37,14,0.162162162,12,0.054054054,1.2,18,보통
672.3529412,46,1632.857143,5715,1632.857143,759,9.428571429,0.197530864,40,2,0.352941176,2,0.235294118,0.545454545,5,보통
303.0588235,95,736,2576,736,201,2.49689441,0.188235294,42,1,0.352941176,3.333333333,0.117647059,0.545454545,5,보통
226.8648649,49,1199.142857,4197,1678.8,1305,16.21118012,0.48,37,10,0.162162162,0.4,0.108108108,1.2,1,보통
562.1960784,59,5734.4,14336,4096,982,12.19875776,0.574712644,43,12,0.078431373,5.555555556,0.156862745,0.571428571,25,보통
168.195122,78,1379.2,3448,985.1428571,555,6.894409938,0.49382716,40,2,0.097560976,0.4,0.097560976,0.571428571,1,좋다
792.0816327,86,5544.571429,19406,7762.4,821,10.19875776,0.440366972,54,5,0.12244898,0.727272727,0.204081633,0.666666667,4,보통
1005.846154,72,1868,6538,1868,1381,17.1552795,0.173913043,34,4,0.461538462,1.2,0.307692308,0.857142857,3,보통
318.962963,31,1230.285714,4306,2870.666667,480,5.962732919,0.412698413,31,7,0.222222222,5.2,0.148148148,0.545454545,13,보통
265.6470588,61,645.1428571,2258,645.1428571,313,3.888198758,0.183908046,43,21,0.352941176,2,0.117647059,2,3,좋다
532,74,1292,4522,1292,1473,18.29813665,0.183908046,43,8,0.352941176,2,0.235294118,0.857142857,5,보통
815.8181818,99,1794.8,4487,1282,891,11.06832298,0.196078431,25,4,0.363636364,2,0.363636364,0.571428571,5,보통
287.0322581,72,1271.142857,4449,1271.142857,1063,13.20496894,0.4,37,25,0.193548387,5.2,0.129032258,1.2,13,보통
492.8888889,98,887.2,2218,633.7142857,329,4.086956522,0.126984127,31,1,0.444444444,2.666666667,0.222222222,0.571428571,4,보통
892.8837209,52,5484.857143,19197,5484.857143,1218,15.13043478,0.53164557,39,1,0.139534884,3.818181818,0.23255814,0.857142857,21,보통
361.9726027,86,2936,13212,5284.8,906,11.25465839,0.637168142,56,6,0.109589041,1.555555556,0.109589041,8,7,보통
1011.846154,83,1879.142857,6577,1879.142857,1082,13.44099379,0.196721311,30,12,0.461538462,2,0.307692308,0.461538462,5,보통
799.2380952,49,1864.888889,8392,2397.714286,645,8.01242236,0.240963855,41,1,0.380952381,2.857142857,0.285714286,1.6,10,보통
434.0952381,79,1302.285714,4558,1302.285714,1300,16.14906832,0.350877193,28,17,0.285714286,4,0.19047619,1.2,10,보통
620.1538462,91,1151.714286,4031,1151.714286,688,8.546583851,0.235294118,25,3,0.461538462,1.333333333,0.153846154,0.545454545,2,보통
279.6140351,39,3187.6,7969,2276.857143,319,3.962732919,0.533333333,52,3,0.070175439,1.428571429,0.105263158,0.444444444,5,보통
312.2352941,69,758.2857143,2654,1061.6,192,2.385093168,0.175824176,45,10,0.352941176,1.333333333,0.117647059,0.857142857,2,좋다
525.5555556,30,4730,16555,11036.66667,1490,18.50931677,0.59047619,52,4,0.095238095,1.111111111,0.126984127,1.2,5,보통
233.6410256,92,1301.714286,4556,1301.714286,532,6.608695652,0.447058824,42,29,0.153846154,2,0.102564103,0.857142857,5,보통
529.6521739,43,4060.666667,6091,1740.285714,317,3.937888199,0.360655738,30,2,0.086956522,2,0.173913043,0.4,5,좋다
584.0597015,41,5590.285714,19566,13044,422,5.242236025,0.545454545,60,7,0.089552239,5.272727273,0.149253731,0.545454545,29,보통
246.6666667,87,1374.285714,4810,1924,1485,18.44720497,0.408602151,46,18,0.153846154,4,0.102564103,0.545454545,10,보통
603.0666667,88,1809.2,4523,1005.111111,1368,16.99378882,0.164705882,42,28,0.266666667,2.4,0.266666667,0.444444444,6,보통
492.6153846,62,914.8571429,3202,914.8571429,1448,17.98757764,0.244897959,24,1,0.461538462,3.333333333,0.153846154,0.666666667,5,보통
671.7142857,33,1567.333333,2351,940.4,296,3.677018634,0.086956522,34,6,0.285714286,1.333333333,0.285714286,0.285714286,2,보통
1134.666667,42,486.2857143,1702,486.2857143,1490,18.50931677,0.025974026,38,2,2,0.666666667,0.666666667,0.857142857,1,좋다
839.1162791,79,5154.571429,18041,5154.571429,1398,17.36645963,0.518518519,40,2,0.139534884,3.636363636,0.23255814,1.2,20,보통
824.5714286,90,824.5714286,2886,1924,1349,16.75776398,0.113207547,26,23,0.857142857,2,0.285714286,0.857142857,3,좋다
220.7368421,53,599.1428571,2097,1398,1400,17.39130435,0.295081967,30,3,0.315789474,3.333333333,0.105263158,0.857142857,5,보통
1136.666667,93,4774,11935,3410,986,12.2484472,0.338983051,29,3,0.19047619,2.857142857,0.285714286,0.8,10,보통
391.6923077,71,1018.4,2546,565.7777778,408,5.068322981,0.203389831,29,25,0.307692308,1.333333333,0.153846154,0.8,2,보통
